LID,Year,Val
16,1994,0.967014573
16,1995,0.96779894
16,1996,0.968554075
16,1997,0.969284946
16,1998,0.969915999
16,1999,0.970648464
16,2000,0.971309084
16,2001,0.971896502
16,2002,0.972407139
16,2003,0.972934063
16,2004,0.973473282
16,2005,0.974021049
16,2006,0.974573877
16,2007,0.975042064
16,2008,0.975510204
16,2009,0.976058932
16,2010,0.976506079
16,2011,0.976938442
16,2012,0.977444966
16,2013,0.977851506
16,2014,0.978340316
16,2015,0.978738483
16,2016,0.979221694
16,2017,0.979613265
16,2018,0.979998261
16,2019,0.980368417
16,2020,0.98080895
16,2021,0.981146628
16,2022,0.981555802
16,2023,0.981870798
16,2024,0.982264087
16,2025,0.982571912
16,2026,0.982877868
16,2027,0.983267468
16,2028,0.98357083
16,2029,0.983870968
16,2030,0.984167986
16,2031,0.984461986
16,2032,0.984753066
16,2033,0.985040086
16,2034,0.985243199
16,2035,0.985526316
16,2036,0.985805711
16,2037,0.986083824
16,2038,0.986277873
16,2039,0.986551471
16,2040,0.9867415
16,2041,0.987010878
16,2042,0.987197148
16,2043,0.987461576
16,2044,0.987645349
16,2045,0.987906152
16,2046,0.988085654
16,2047,0.988263666
16,2048,0.988441162
16,2049,0.988695582
16,2050,0.988869315
16,2051,0.989070847
16,2052,0.989270771
16,2053,0.989470694
16,2054,0.989670618
16,2055,0.989870542
16,2056,0.990070465
16,2057,0.990270389
16,2058,0.990470313
16,2059,0.990670237
16,2060,0.99087016
17,1950,0.275824024
17,1951,0.284776364
17,1952,0.293814433
17,1953,0.303160726
17,1954,0.31252501
17,1955,0.322137001
17,1956,0.331934426
17,1957,0.341526857
17,1958,0.351218883
17,1959,0.361043612
17,1960,0.371037281
17,1961,0.387855167
17,1962,0.404886562
17,1963,0.422321098
17,1964,0.439867598
17,1965,0.457552907
17,1966,0.47235635
17,1967,0.484957449
17,1968,0.497678295
17,1969,0.510348906
17,1970,0.522981074
17,1971,0.533590373
17,1972,0.544197932
17,1973,0.554708261
17,1974,0.565237384
17,1975,0.575646601
17,1976,0.585271318
17,1977,0.594296751
17,1978,0.603307657
17,1979,0.612152699
17,1980,0.62101588
17,1981,0.626052779
17,1982,0.631060352
17,1983,0.635987937
17,1984,0.640985617
17,1985,0.645905292
17,1986,0.650022292
17,1987,0.653459821
17,1988,0.656931856
17,1989,0.660334944
17,1990,0.663763854
17,1991,0.667160944
17,1992,0.670585523
17,1993,0.673274254
17,1994,0.675595941
17,1995,0.677804296
17,1996,0.680053063
17,1997,0.682294204
17,1998,0.684566232
17,1999,0.686748481
17,2000,0.689008378
17,2001,0.691677175
17,2002,0.695270786
17,2003,0.698744234
17,2004,0.702311765
17,2005,0.705844071
17,2006,0.709377049
17,2007,0.712832034
17,2008,0.716245007
17,2009,0.719688841
17,2010,0.723024983
17,2011,0.72634584
17,2012,0.729722336
17,2013,0.733140655
17,2014,0.736499585
17,2015,0.739899694
17,2016,0.74326977
17,2017,0.746647848
17,2018,0.750035527
17,2019,0.753469738
17,2020,0.756916427
17,2021,0.760301799
17,2022,0.763588545
17,2023,0.767000294
17,2024,0.770348406
17,2025,0.773677921
17,2026,0.777058558
17,2027,0.780458201
17,2028,0.78372591
17,2029,0.787047032
17,2030,0.7902348
17,2031,0.793601004
17,2032,0.796741537
17,2033,0.800031918
17,2034,0.803252294
17,2035,0.80639922
17,2036,0.809437981
17,2037,0.812561983
17,2038,0.815574454
17,2039,0.818671152
17,2040,0.821543681
17,2041,0.824606434
17,2042,0.827437446
17,2043,0.830316742
17,2044,0.833128619
17,2045,0.835958237
17,2046,0.838715433
17,2047,0.841366906
17,2048,0.84403337
17,2049,0.84658987
17,2050,0.849188791
17,2051,0.851829778
17,2052,0.854446746
17,2053,0.857063714
17,2054,0.859680682
17,2055,0.86229765
17,2056,0.864914618
17,2057,0.867531585
17,2058,0.870148553
17,2059,0.872765521
17,2060,0.875382489
18,1950,0.28340081
18,1951,0.291417166
18,1952,0.299802761
18,1953,0.307392996
18,1954,0.314779271
18,1955,0.322641509
18,1956,0.331481481
18,1957,0.338181818
18,1958,0.343470483
18,1959,0.350970018
18,1960,0.356020942
18,1961,0.362218371
18,1962,0.366782007
18,1963,0.371972318
18,1964,0.376511226
18,1965,0.382099828
18,1966,0.387372014
18,1967,0.392554992
18,1968,0.397328881
18,1969,0.402640264
18,1970,0.407166124
18,1971,0.412238325
18,1972,0.418789809
18,1973,0.427672956
18,1974,0.450155763
18,1975,0.472307692
18,1976,0.495440729
18,1977,0.518796992
18,1978,0.540861813
18,1979,0.563235294
18,1980,0.586005831
18,1981,0.608127721
18,1982,0.630057803
18,1983,0.63832853
18,1984,0.642754663
18,1985,0.646306818
18,1986,0.650771388
18,1987,0.65560166
18,1988,0.659430122
18,1989,0.663115846
18,1990,0.667535854
18,1991,0.671775223
18,1992,0.67625
18,1993,0.677655678
18,1994,0.678997613
18,1995,0.680701754
18,1996,0.681557847
18,1997,0.682735426
18,1998,0.684268427
18,1999,0.68574514
18,2000,0.686440678
18,2001,0.6875
18,2002,0.686796315
18,2003,0.685800604
18,2004,0.684158416
18,2005,0.682879377
18,2006,0.681339713
18,2007,0.679511278
18,2008,0.678373383
18,2009,0.676684882
18,2010,0.675651393
18,2011,0.673777778
18,2012,0.672246696
18,2013,0.671328671
18,2014,0.670138889
18,2015,0.669250646
18,2016,0.668659266
18,2017,0.66836302
18,2018,0.667788057
18,2019,0.668056714
18,2020,0.668046358
18,2021,0.668585526
18,2022,0.669117647
18,2023,0.669642857
18,2024,0.670967742
18,2025,0.672012831
18,2026,0.673306773
18,2027,0.674861221
18,2028,0.676656151
18,2029,0.678431373
18,2030,0.680967239
18,2031,0.682699767
18,2032,0.685714286
18,2033,0.688172043
18,2034,0.691131498
18,2035,0.694063927
18,2036,0.697498105
18,2037,0.700377358
18,2038,0.703981968
18,2039,0.707554226
18,2040,0.711409396
18,2041,0.714710253
18,2042,0.717986677
18,2043,0.721238938
18,2044,0.725
18,2045,0.728205128
18,2046,0.73192111
18,2047,0.734887109
18,2048,0.738372093
18,2049,0.741304348
18,2050,0.744757773
18,2051,0.747875656
18,2052,0.751084712
18,2053,0.754293769
18,2054,0.757502825
18,2055,0.760711882
18,2056,0.763920938
18,2057,0.767129995
18,2058,0.770339051
18,2059,0.773548108
18,2060,0.776757164
19,1950,0.541788362
19,1951,0.547241035
19,1952,0.552689352
19,1953,0.558114273
19,1954,0.563448499
19,1955,0.568849482
19,1956,0.574203822
19,1957,0.579531052
19,1958,0.584875894
19,1959,0.590175953
19,1960,0.595516163
19,1961,0.600643287
19,1962,0.605510267
19,1963,0.6104496
19,1964,0.61529027
19,1965,0.620158989
19,1966,0.624987272
19,1967,0.629761662
19,1968,0.634584013
19,1969,0.639302468
19,1970,0.644021186
19,1971,0.652924452
19,1972,0.66484683
19,1973,0.676485372
19,1974,0.68794964
19,1975,0.699205561
19,1976,0.710183541
19,1977,0.720909715
19,1978,0.731462535
19,1979,0.741710297
19,1980,0.751666828
19,1981,0.754775227
19,1982,0.754485819
19,1983,0.754225012
19,1984,0.753965184
19,1985,0.753654051
19,1986,0.753364966
19,1987,0.753074465
19,1988,0.752782886
19,1989,0.75251548
19,1990,0.752175595
19,1991,0.751594819
19,1992,0.750313919
19,1993,0.749010522
19,1994,0.74770775
19,1995,0.746404093
19,1996,0.745120773
19,1997,0.743785666
19,1998,0.74251671
19,1999,0.741218708
19,2000,0.739844509
19,2001,0.738779087
19,2002,0.738099883
19,2003,0.737376697
19,2004,0.73671875
19,2005,0.736010918
19,2006,0.735314108
19,2007,0.734646582
19,2008,0.733953756
19,2009,0.733263399
19,2010,0.732536067
19,2011,0.731857319
19,2012,0.731935392
19,2013,0.732892874
19,2014,0.733842815
19,2015,0.73479204
19,2016,0.735721018
19,2017,0.736767753
19,2018,0.737907021
19,2019,0.739228598
19,2020,0.740618828
19,2021,0.742147828
19,2022,0.743792325
19,2023,0.745507574
19,2024,0.747411034
19,2025,0.749363988
19,2026,0.751438544
19,2027,0.753565694
19,2028,0.755889867
19,2029,0.758270926
19,2030,0.760733283
19,2031,0.763328256
19,2032,0.765912778
19,2033,0.768656716
19,2034,0.771510791
19,2035,0.774454169
19,2036,0.777413444
19,2037,0.78043121
19,2038,0.783540132
19,2039,0.786762562
19,2040,0.789965904
19,2041,0.793281906
19,2042,0.796555436
19,2043,0.799843091
19,2044,0.803144963
19,2045,0.806302314
19,2046,0.809472126
19,2047,0.812654474
19,2048,0.815750371
19,2049,0.818759305
19,2050,0.821762483
19,2051,0.824885415
19,2052,0.82795397
19,2053,0.831022524
19,2054,0.834091078
19,2055,0.837159633
19,2056,0.840228187
19,2057,0.843296742
19,2058,0.846365296
19,2059,0.849433851
19,2060,0.852502405
20,1950,0.679434591
20,1951,0.682972973
20,1952,0.686491079
20,1953,0.68998576
20,1954,0.693456684
20,1955,0.696912087
20,1956,0.700352118
20,1957,0.703743212
20,1958,0.70713183
20,1959,0.71049277
20,1960,0.713842046
20,1961,0.716967861
20,1962,0.717613102
20,1963,0.718260522
20,1964,0.718906919
20,1965,0.719549937
20,1966,0.720188502
20,1967,0.720834626
20,1968,0.721474268
20,1969,0.722113603
20,1970,0.722741909
20,1971,0.723317299
20,1972,0.723885326
20,1973,0.724460322
20,1974,0.725027561
20,1975,0.72559785
20,1976,0.726172044
20,1977,0.726737907
20,1978,0.727302803
20,1979,0.727869479
20,1980,0.728432587
20,1981,0.729888515
20,1982,0.731066778
20,1983,0.731032266
20,1984,0.729425391
20,1985,0.727112472
20,1986,0.726171358
20,1987,0.72836754
20,1988,0.72999464
20,1989,0.729762691
20,1990,0.731186329
20,1991,0.732683969
20,1992,0.733603178
20,1993,0.734972678
20,1994,0.737097033
20,1995,0.739220344
20,1996,0.741326587
20,1997,0.743423313
20,1998,0.74550608
20,1999,0.747585327
20,2000,0.749653319
20,2001,0.751704768
20,2002,0.753737196
20,2003,0.755772103
20,2004,0.757795291
20,2005,0.759795279
20,2006,0.761797891
20,2007,0.76378098
20,2008,0.76574922
20,2009,0.767714445
20,2010,0.76966438
20,2011,0.771604023
20,2012,0.771704537
20,2013,0.771795976
20,2014,0.771898392
20,2015,0.772002399
20,2016,0.772236736
20,2017,0.772608812
20,2018,0.773115575
20,2019,0.773759992
20,2020,0.774533559
20,2021,0.775444969
20,2022,0.776479562
20,2023,0.777653956
20,2024,0.77894941
20,2025,0.780377175
20,2026,0.781923866
20,2027,0.783596406
20,2028,0.785384522
20,2029,0.787290433
20,2030,0.789309745
20,2031,0.791438314
20,2032,0.793675176
20,2033,0.796018747
20,2034,0.798462779
20,2035,0.801003304
20,2036,0.803634002
20,2037,0.806353452
20,2038,0.809152801
20,2039,0.812028409
20,2040,0.814969174
20,2041,0.817974058
20,2042,0.820937457
20,2043,0.823878153
20,2044,0.826766271
20,2045,0.829622893
20,2046,0.83245086
20,2047,0.835227842
20,2048,0.837975224
20,2049,0.840685133
20,2050,0.843347342
20,2051,0.846112356
20,2052,0.848837382
20,2053,0.851562407
20,2054,0.854287432
20,2055,0.857012458
20,2056,0.859737483
20,2057,0.862462509
20,2058,0.865187534
20,2059,0.867912559
20,2060,0.870637585
21,1950,0.679784493
21,1951,0.683221165
21,1952,0.686378279
21,1953,0.689726027
21,1954,0.692883046
21,1955,0.696239586
21,1956,0.70351309
21,1957,0.712124583
21,1958,0.720477665
21,1959,0.728791209
21,1960,0.736956996
21,1961,0.74425661
21,1962,0.750914175
21,1963,0.757575758
21,1964,0.764132966
21,1965,0.770426381
21,1966,0.776271893
21,1967,0.781663907
21,1968,0.786932402
21,1969,0.79220249
21,1970,0.797404178
21,1971,0.802459182
21,1972,0.807253055
21,1973,0.812076525
21,1974,0.816901408
21,1975,0.821449733
21,1976,0.8260185
21,1977,0.828918972
21,1978,0.831702544
21,1979,0.834505666
21,1980,0.837236534
21,1981,0.839219512
21,1982,0.840327933
21,1983,0.841375269
21,1984,0.842455043
21,1985,0.84356668
21,1986,0.84457478
21,1987,0.845612664
21,1988,0.846739555
21,1989,0.847758285
21,1990,0.84847306
21,1991,0.848690592
21,1992,0.848994586
21,1993,0.849162011
21,1994,0.849549031
21,1995,0.84979935
21,1996,0.850047574
21,1997,0.850322092
21,1998,0.850566038
21,1999,0.850807967
21,2000,0.850964239
21,2001,0.851437103
21,2002,0.852568876
21,2003,0.853536291
21,2004,0.855635758
21,2005,0.858539284
21,2006,0.860947832
21,2007,0.862888483
21,2008,0.864859949
21,2009,0.866473675
21,2010,0.867866787
21,2011,0.869604155
21,2012,0.871479501
21,2013,0.872982083
21,2014,0.874117232
21,2015,0.87519775
21,2016,0.87640056
21,2017,0.877572375
21,2018,0.878714162
21,2019,0.88
21,2020,0.88114542
21,2021,0.88245403
21,2022,0.883621427
21,2023,0.884930106
21,2024,0.886247878
21,2025,0.887535938
21,2026,0.88898248
21,2027,0.890250042
21,2028,0.891675025
21,2029,0.893053473
21,2030,0.894439834
21,2031,0.895929848
21,2032,0.897262533
21,2033,0.898734177
21,2034,0.900180298
21,2035,0.901601831
21,2036,0.9031627
21,2037,0.904552846
21,2038,0.906067489
21,2039,0.907575267
21,2040,0.909076227
21,2041,0.910556003
21,2042,0.912029592
21,2043,0.913483146
21,2044,0.914931112
21,2045,0.916373521
21,2046,0.917810405
21,2047,0.919095397
21,2048,0.920508744
21,2049,0.921929546
21,2050,0.92318657
21,2051,0.924582076
21,2052,0.925940723
21,2053,0.927299371
21,2054,0.928658019
21,2055,0.930016666
21,2056,0.931375314
21,2057,0.932733962
21,2058,0.93409261
21,2059,0.935451257
21,2060,0.936809905
22,1950,0.519201995
22,1951,0.523367795
22,1952,0.528092258
22,1953,0.532816916
22,1954,0.537524232
22,1955,0.542248927
22,1956,0.546949476
22,1957,0.55164034
22,1958,0.556309998
22,1959,0.561011165
22,1960,0.565679425
22,1961,0.573027874
22,1962,0.583090005
22,1963,0.593053132
22,1964,0.602979457
22,1965,0.612791167
22,1966,0.622518182
22,1967,0.63214481
22,1968,0.641676186
22,1969,0.651078388
22,1970,0.660388464
22,1971,0.668490281
22,1972,0.6754121
22,1973,0.6822499
22,1974,0.689005707
22,1975,0.695705351
22,1976,0.702306656
22,1977,0.708818409
22,1978,0.715270485
22,1979,0.721621982
22,1980,0.727888457
22,1981,0.732788737
22,1982,0.735153619
22,1983,0.737498053
22,1984,0.739815964
22,1985,0.742139822
22,1986,0.744442733
22,1987,0.746729139
22,1988,0.74900999
22,1989,0.751262047
22,1990,0.753504465
22,1991,0.755272441
22,1992,0.756098795
22,1993,0.756925173
22,1994,0.7577457
22,1995,0.758561043
22,1996,0.75937914
22,1997,0.760191368
22,1998,0.76100067
22,1999,0.761815491
22,2000,0.762614903
22,2001,0.763432547
22,2002,0.765326537
22,2003,0.767782623
22,2004,0.770224447
22,2005,0.77262613
22,2006,0.775025154
22,2007,0.777393488
22,2008,0.779751294
22,2009,0.782102591
22,2010,0.78441514
22,2011,0.786736021
22,2012,0.789017649
22,2013,0.791318686
22,2014,0.793667512
22,2015,0.796021294
22,2016,0.798394753
22,2017,0.80079389
22,2018,0.803220036
22,2019,0.805645873
22,2020,0.808092983
22,2021,0.810566428
22,2022,0.813027744
22,2023,0.815530213
22,2024,0.818020973
22,2025,0.820523895
22,2026,0.823038686
22,2027,0.825557502
22,2028,0.828080353
22,2029,0.830599909
22,2030,0.833134555
22,2031,0.835659554
22,2032,0.838179053
22,2033,0.840696991
22,2034,0.843195331
22,2035,0.845707682
22,2036,0.848197716
22,2037,0.850665676
22,2038,0.853127258
22,2039,0.855561158
22,2040,0.857945936
22,2041,0.860316762
22,2042,0.862639663
22,2043,0.864947224
22,2044,0.867218448
22,2045,0.869432121
22,2046,0.871650023
22,2047,0.873809577
22,2048,0.875950783
22,2049,0.87805535
22,2050,0.880121635
22,2051,0.882274173
22,2052,0.884393072
22,2053,0.886511972
22,2054,0.888630872
22,2055,0.890749771
22,2056,0.892868671
22,2057,0.894987571
22,2058,0.897106471
22,2059,0.89922537
22,2060,0.90134427
23,1950,0.496821072
23,1951,0.504941599
23,1952,0.512433393
23,1953,0.520668426
23,1954,0.528285466
23,1955,0.536206897
23,1956,0.544444444
23,1957,0.552074513
23,1958,0.559563758
23,1959,0.567275748
23,1960,0.575184881
23,1961,0.582926829
23,1962,0.590361446
23,1963,0.598412698
23,1964,0.605799373
23,1965,0.613477924
23,1966,0.620689655
23,1967,0.628506444
23,1968,0.635682159
23,1969,0.642910171
23,1970,0.649264706
23,1971,0.654770575
23,1972,0.66017316
23,1973,0.66547534
23,1974,0.670921986
23,1975,0.67580872
23,1976,0.681088625
23,1977,0.686288089
23,1978,0.691196699
23,1979,0.694880546
23,1980,0.696949153
23,1981,0.699460916
23,1982,0.701272605
23,1983,0.703530979
23,1984,0.705493051
23,1985,0.707621551
23,1986,0.709635417
23,1987,0.711798839
23,1988,0.713738019
23,1989,0.714012739
23,1990,0.712460064
23,1991,0.710594315
23,1992,0.708744247
23,1993,0.706989247
23,1994,0.704873027
23,1995,0.702721563
23,1996,0.700987306
23,1997,0.69929078
23,1998,0.697228145
23,1999,0.695156695
23,2000,0.693571429
23,2001,0.692528736
23,2002,0.691250904
23,2003,0.689730517
23,2004,0.688416422
23,2005,0.687315634
23,2006,0.685925926
23,2007,0.68452381
23,2008,0.68358209
23,2009,0.682397004
23,2010,0.680930931
23,2011,0.679458239
23,2012,0.68
23,2013,0.681302044
23,2014,0.682852807
23,2015,0.684410646
23,2016,0.685453161
23,2017,0.687022901
23,2018,0.688599847
23,2019,0.690184049
23,2020,0.692307692
23,2021,0.693909021
23,2022,0.696055684
23,2023,0.698215671
23,2024,0.700389105
23,2025,0.70234375
23,2026,0.704545455
23,2027,0.707086614
23,2028,0.709090909
23,2029,0.711675933
23,2030,0.714285714
23,2031,0.716920609
23,2032,0.719227675
23,2033,0.721907842
23,2034,0.724614135
23,2035,0.727346939
23,2036,0.730327869
23,2037,0.733113674
23,2038,0.736754967
23,2039,0.739817124
23,2040,0.742904841
23,2041,0.745805369
23,2042,0.748946925
23,2043,0.752115059
23,2044,0.75531011
23,2045,0.758532423
23,2046,0.761578045
23,2047,0.764199656
23,2048,0.767301038
23,2049,0.770434783
23,2050,0.772925764
23,2051,0.775967027
23,2052,0.778860083
23,2053,0.78175314
23,2054,0.784646197
23,2055,0.787539253
23,2056,0.79043231
23,2057,0.793325366
23,2058,0.796218423
23,2059,0.79911148
23,2060,0.802004536
24,1950,0.430032427
24,1951,0.442222222
24,1952,0.454478887
24,1953,0.466698842
24,1954,0.479007634
24,1955,0.491269467
24,1956,0.503736572
24,1957,0.515957447
24,1958,0.528306211
24,1959,0.540681818
24,1960,0.552874859
24,1961,0.563241549
24,1962,0.571682596
24,1963,0.579982324
24,1964,0.588351648
24,1965,0.596629459
24,1966,0.604889762
24,1967,0.612987579
24,1968,0.621027427
24,1969,0.628993697
24,1970,0.637033825
24,1971,0.645279758
24,1972,0.653622877
24,1973,0.662032086
24,1974,0.670142584
24,1975,0.678321678
24,1976,0.686311787
24,1977,0.694268858
24,1978,0.70197562
24,1979,0.709704464
24,1980,0.717209691
24,1981,0.725306717
24,1982,0.733815926
24,1983,0.742081448
24,1984,0.750204583
24,1985,0.758094075
24,1986,0.765720081
24,1987,0.772947837
24,1988,0.78008466
24,1989,0.786862194
24,1990,0.793634908
24,1991,0.798366208
24,1992,0.801189296
24,1993,0.804022082
24,1994,0.806945262
24,1995,0.809570313
24,1996,0.812147168
24,1997,0.814635093
24,1998,0.817037754
24,1999,0.819516908
24,2000,0.821896685
24,2001,0.823687752
24,2002,0.825052753
24,2003,0.826319816
24,2004,0.827737505
24,2005,0.829054953
24,2006,0.830396058
24,2007,0.831634579
24,2008,0.833051325
24,2009,0.834331711
24,2010,0.8376817
24,2011,0.843199109
24,2012,0.848328099
24,2013,0.851204708
24,2014,0.85180436
24,2015,0.852243707
24,2016,0.85280756
24,2017,0.853186097
24,2018,0.853843378
24,2019,0.854522568
24,2020,0.855197133
24,2021,0.856020007
24,2022,0.856863094
24,2023,0.857675244
24,2024,0.858659119
24,2025,0.859763627
24,2026,0.860861917
24,2027,0.862105263
24,2028,0.863318166
24,2029,0.864676096
24,2030,0.86600453
24,2031,0.867327421
24,2032,0.868923611
24,2033,0.870363951
24,2034,0.871928003
24,2035,0.873638721
24,2036,0.875172652
24,2037,0.876854088
24,2038,0.87868344
24,2039,0.880509642
24,2040,0.882332703
24,2041,0.88415263
24,2042,0.885969432
24,2043,0.887935473
24,2044,0.889746228
24,2045,0.89155388
24,2046,0.89337669
24,2047,0.895177839
24,2048,0.896993509
24,2049,0.898805461
24,2050,0.900443232
24,2051,0.902287558
24,2052,0.904063629
24,2053,0.905839699
24,2054,0.90761577
24,2055,0.909391841
24,2056,0.911167911
24,2057,0.912943982
24,2058,0.914720052
24,2059,0.916496123
24,2060,0.918272194
25,1950,0.552316141
25,1951,0.557700078
25,1952,0.563069442
25,1953,0.568415879
25,1954,0.574075792
25,1955,0.581638983
25,1956,0.589164221
25,1957,0.596628808
25,1958,0.604064424
25,1959,0.611443324
25,1960,0.618794288
25,1961,0.62606787
25,1962,0.634897392
25,1963,0.647021891
25,1964,0.658988079
25,1965,0.670718255
25,1966,0.682256987
25,1967,0.693565231
25,1968,0.702375965
25,1969,0.706475647
25,1970,0.710545984
25,1971,0.714586625
25,1972,0.718592965
25,1973,0.722559516
25,1974,0.726493941
25,1975,0.72925863
25,1976,0.729974669
25,1977,0.730678676
25,1978,0.731395262
25,1979,0.732105732
25,1980,0.732814263
25,1981,0.733526097
25,1982,0.73424753
25,1983,0.734995804
25,1984,0.735749415
25,1985,0.736501977
25,1986,0.737254057
25,1987,0.738005141
25,1988,0.738748492
25,1989,0.739494908
25,1990,0.74055933
25,1991,0.742286593
25,1992,0.744004035
25,1993,0.745726903
25,1994,0.747426325
25,1995,0.749128621
25,1996,0.750820513
25,1997,0.75249732
25,1998,0.75417556
25,1999,0.756136624
25,2000,0.758710933
25,2001,0.761262539
25,2002,0.763802408
25,2003,0.766325351
25,2004,0.768830273
25,2005,0.771303524
25,2006,0.773769321
25,2007,0.77621407
25,2008,0.778678004
25,2009,0.78117024
25,2010,0.783692444
25,2011,0.786227365
25,2012,0.788780641
25,2013,0.791348561
25,2014,0.793943076
25,2015,0.796546535
25,2016,0.79916874
25,2017,0.801800554
25,2018,0.804439471
25,2019,0.807089079
25,2020,0.809756394
25,2021,0.812417557
25,2022,0.815088467
25,2023,0.817769746
25,2024,0.820442777
25,2025,0.823120194
25,2026,0.82579
25,2027,0.828455055
25,2028,0.831122835
25,2029,0.833783924
25,2030,0.83642389
25,2031,0.839065437
25,2032,0.8416868
25,2033,0.844283837
25,2034,0.84685275
25,2035,0.849377732
25,2036,0.851884579
25,2037,0.85433947
25,2038,0.856774175
25,2039,0.859169316
25,2040,0.861532277
25,2041,0.863868268
25,2042,0.866164037
25,2043,0.868420677
25,2044,0.870655352
25,2045,0.872854681
25,2046,0.875023115
25,2047,0.877148865
25,2048,0.879257493
25,2049,0.881326377
25,2050,0.883371808
25,2051,0.885488001
25,2052,0.887575491
25,2053,0.889662981
25,2054,0.891750471
25,2055,0.893837961
25,2056,0.895925451
25,2057,0.898012941
25,2058,0.900100431
25,2059,0.90218792
25,2060,0.90427541
26,1950,0.789809546
26,1951,0.789277177
26,1952,0.788738508
26,1953,0.78821584
26,1954,0.787672981
26,1955,0.787140817
26,1956,0.786592375
26,1957,0.786055081
26,1958,0.785522685
26,1959,0.784989157
26,1960,0.784433764
26,1961,0.783746922
26,1962,0.782366659
26,1963,0.780986875
26,1964,0.779608861
26,1965,0.778207466
26,1966,0.7768117
26,1967,0.775415089
26,1968,0.774001268
26,1969,0.772591964
26,1970,0.771169228
26,1971,0.770305865
26,1972,0.771951459
26,1973,0.773588271
26,1974,0.775217267
26,1975,0.776827012
26,1976,0.778441517
26,1977,0.780046923
26,1978,0.78163657
26,1979,0.783228467
26,1980,0.784804052
26,1981,0.785880555
26,1982,0.785384397
26,1983,0.784896416
26,1984,0.784396836
26,1985,0.783905359
26,1986,0.783398734
26,1987,0.782909238
26,1988,0.782406837
26,1989,0.78189885
26,1990,0.781403564
26,1991,0.781112661
26,1992,0.78172015
26,1993,0.782324371
26,1994,0.782930584
26,1995,0.783525069
26,1996,0.784118851
26,1997,0.784719009
26,1998,0.785323859
26,1999,0.785912472
